regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,128,96,0.75,4.0,16,512,4096,16384,13312,9145.2,11229.348,10678.918,0.7359
mixed,128,96,0.75,4.0,16,1024,128,512,416,421.533,490.269,463.323,0.608
mixed,128,96,0.75,4.0,16,1024,256,1024,832,700.637,828.637,799.739,0.7742
mixed,128,96,0.75,4.0,16,1024,512,2048,1664,1275.29,1530.904,1449.945,0.6833
mixed,128,96,0.75,4.0,16,1024,1024,4096,3328,2402.741,2909.776,2782.414,0.7488
mixed,128,96,0.75,4.0,16,1024,2048,8192,6656,4654.952,5700.067,5430.213,0.7418
mixed,128,96,0.75,4.0,16,1024,4096,16384,13312,9139.186,11255.559,10709.446,0.742
mixed,128,96,0.75,4.0,16,2048,128,512,416,427.035,493.918,473.214,0.6904
mixed,128,96,0.75,4.0,16,2048,256,1024,832,713.725,836.86,819.388,0.8581
mixed,128,96,0.75,4.0,16,2048,512,2048,1664,1272.282,1541.399,1477.496,0.7625
mixed,128,96,0.75,4.0,16,2048,1024,4096,3328,2402.133,2928.976,2770.449,0.6991
mixed,128,96,0.75,4.0,16,2048,2048,8192,6656,4657.159,5683.394,5409.295,0.7329
mixed,128,96,0.75,4.0,16,2048,4096,16384,13312,9172.302,11272.931,10703.509,0.7289
mixed,128,96,0.75,4.0,16,4096,128,512,416,433.836,505.42,484.496,0.7077
mixed,128,96,0.75,4.0,16,4096,256,1024,832,717.138,853.463,823.06,0.777
mixed,128,96,0.75,4.0,16,4096,512,2048,1664,1281.792,1540.299,1467.237,0.7174
mixed,128,96,0.75,4.0,16,4096,1024,4096,3328,2415.099,2934.827,2820.07,0.7792
mixed,128,96,0.75,4.0,16,4096,2048,8192,6656,4659.73,5702.35,5431.11,0.7398
mixed,128,96,0.75,4.0,16,4096,4096,16384,13312,9197.348,11219.895,10707.88,0.7468
mixed,128,96,0.75,4.0,16,8192,128,512,416,475.436,540.076,523.533,0.7441
mixed,128,96,0.75,4.0,16,8192,256,1024,832,754.546,890.804,863.127,0.7969
mixed,128,96,0.75,4.0,16,8192,512,2048,1664,1326.689,1583.493,1511.653,0.7203
mixed,128,96,0.75,4.0,16,8192,1024,4096,3328,2456.062,2990.247,2829.892,0.6998
mixed,128,96,0.75,4.0,16,8192,2048,8192,6656,4689.522,5724.904,5501.572,0.7843
mixed,128,96,0.75,4.0,16,8192,4096,16384,13312,9242.651,11303.369,10735.933,0.7246
mixed,128,96,0.75,4.0,32,0,128,512,416,416.266,482.058,466.732,0.7671
mixed,128,96,0.75,4.0,32,0,256,1024,832,699.666,833.938,790.868,0.6792
mixed,128,96,0.75,4.0,32,0,512,2048,1664,1266.623,1522.37,1474.05,0.8111
mixed,128,96,0.75,4.0,32,0,1024,4096,3328,2405.368,2923.456,2834.592,0.8285
mixed,128,96,0.75,4.0,32,0,2048,8192,6656,4662.507,5695.809,5480.187,0.7913
mixed,128,96,0.75,4.0,32,0,4096,16384,13312,9207.026,11255.037,10767.984,0.7622
mixed,128,96,0.75,4.0,32,512,128,512,416,441.929,506.024,492.491,0.7889
mixed,128,96,0.75,4.0,32,512,256,1024,832,728.913,855.604,818.962,0.7108
mixed,128,96,0.75,4.0,32,512,512,2048,1664,1297.019,1555.936,1480.48,0.7086
mixed,128,96,0.75,4.0,32,512,1024,4096,3328,2419.22,2942.785,2792.605,0.7132
mixed,128,96,0.75,4.0,32,512,2048,8192,6656,4671.366,5719.132,5454.197,0.7471
mixed,128,96,0.75,4.0,32,512,4096,16384,13312,9162.63,11255.824,10656.964,0.7139
mixed,128,96,0.75,4.0,32,1024,128,512,416,444.491,513.29,495.915,0.7475
mixed,128,96,0.75,4.0,32,1024,256,1024,832,735.28,855.505,822.481,0.7253
mixed,128,96,0.75,4.0,32,1024,512,2048,1664,1304.989,1554.915,1477.374,0.6897
mixed,128,96,0.75,4.0,32,1024,1024,4096,3328,2417.297,2944.669,2827.771,0.7783
mixed,128,96,0.75,4.0,32,1024,2048,8192,6656,4657.09,5706.488,5411.728,0.7191
mixed,128,96,0.75,4.0,32,1024,4096,16384,13312,9172.189,11235.27,10650.874,0.7167
mixed,128,96,0.75,4.0,32,2048,128,512,416,453.606,516.842,504.877,0.8108
mixed,128,96,0.75,4.0,32,2048,256,1024,832,736.814,869.936,826.932,0.677
mixed,128,96,0.75,4.0,32,2048,512,2048,1664,1300.696,1559.805,1498.046,0.7616
mixed,128,96,0.75,4.0,32,2048,1024,4096,3328,2425.839,2934.683,2810.583,0.7561
mixed,128,96,0.75,4.0,32,2048,2048,8192,6656,4663.801,5719.632,5456.298,0.7506
mixed,128,96,0.75,4.0,32,2048,4096,16384,13312,9191.603,11267.036,10691.278,0.7226
mixed,128,96,0.75,4.0,32,4096,128,512,416,470.183,538.89,511.307,0.5985
mixed,128,96,0.75,4.0,32,4096,256,1024,832,756.268,889.809,851.888,0.716
mixed,128,96,0.75,4.0,32,4096,512,2048,1664,1322.937,1583.484,1526.141,0.7799
mixed,128,96,0.75,4.0,32,4096,1024,4096,3328,2439.693,2969.338,2845.301,0.7658
mixed,128,96,0.75,4.0,32,4096,2048,8192,6656,4683.383,5743.309,5471.655,0.7437
mixed,128,96,0.75,4.0,32,4096,4096,16384,13312,9198.38,11283.634,10754.856,0.7464
mixed,128,96,0.75,4.0,32,8192,128,512,416,561.449,624.043,602.442,0.6549
mixed,128,96,0.75,4.0,32,8192,256,1024,832,843.125,969.68,946.001,0.8129
mixed,128,96,0.75,4.0,32,8192,512,2048,1664,1409.817,1672.864,1606.78,0.7488
mixed,128,96,0.75,4.0,32,8192,1024,4096,3328,2542.221,3062.134,2959.926,0.8034
mixed,128,96,0.75,4.0,32,8192,2048,8192,6656,4792.788,5819.273,5603.618,0.7899
mixed,128,96,0.75,4.0,32,8192,4096,16384,13312,9289.412,11393.926,10898.751,0.7647
mixed,128,96,0.75,4.0,64,0,128,512,416,415.047,485.287,461.032,0.6547
mixed,128,96,0.75,4.0,64,0,256,1024,832,701.325,840.176,799.279,0.7055
mixed,128,96,0.75,4.0,64,0,512,2048,1664,1272.246,1540.925,1469.401,0.7338
mixed,128,96,0.75,4.0,64,0,1024,4096,3328,2389.8,2923.122,2823.635,0.8135
mixed,128,96,0.75,4.0,64,0,2048,8192,6656,4662.19,5718.464,5466.993,0.7619
mixed,128,96,0.75,4.0,64,0,4096,16384,13312,9230.78,11279.329,10757.331,0.7452
mixed,128,96,0.75,4.0,64,512,128,512,416,450.057,518.986,497.928,0.6945
mixed,128,96,0.75,4.0,64,512,256,1024,832,738.829,871.278,839.248,0.7582
mixed,128,96,0.75,4.0,64,512,512,2048,1664,1300.533,1566.809,1494.745,0.7294
mixed,128,96,0.75,4.0,64,512,1024,4096,3328,2444.935,2969.009,2848.621,0.7703
mixed,128,96,0.75,4.0,64,512,2048,8192,6656,4702.99,5731.133,5495.737,0.771
mixed,128,96,0.75,4.0,64,512,4096,16384,13312,9204.819,11270.742,10834.48,0.7888
mixed,128,96,0.75,4.0,64,1024,128,512,416,462.599,526.665,507.239,0.6968
mixed,128,96,0.75,4.0,64,1024,256,1024,832,747.179,878.542,841.007,0.7143
mixed,128,96,0.75,4.0,64,1024,512,2048,1664,1315.061,1579.195,1497.59,0.691
mixed,128,96,0.75,4.0,64,1024,1024,4096,3328,2426.149,2969.135,2832.267,0.7479
mixed,128,96,0.75,4.0,64,1024,2048,8192,6656,4709.927,5763.065,5491.925,0.7425
mixed,128,96,0.75,4.0,64,1024,4096,16384,13312,9222.189,11308.239,10754.819,0.7347
mixed,128,96,0.75,4.0,64,2048,128,512,416,475.237,536.777,519.976,0.727
mixed,128,96,0.75,4.0,64,2048,256,1024,832,762.252,883.022,852.847,0.7501
mixed,128,96,0.75,4.0,64,2048,512,2048,1664,1324.277,1580.311,1525.268,0.785
mixed,128,96,0.75,4.0,64,2048,1024,4096,3328,2458.179,2980.041,2883.115,0.8143
mixed,128,96,0.75,4.0,64,2048,2048,8192,6656,4698.406,5743.667,5483.952,0.7515
mixed,128,96,0.75,4.0,64,2048,4096,16384,13312,9218.886,11327.173,10826.046,0.7623
mixed,128,96,0.75,4.0,64,4096,128,512,416,550.439,617.8,595.015,0.6617
mixed,128,96,0.75,4.0,64,4096,256,1024,832,835.914,963.916,927.341,0.7143
mixed,128,96,0.75,4.0,64,4096,512,2048,1664,1406.005,1671.804,1602.038,0.7375
mixed,128,96,0.75,4.0,64,4096,1024,4096,3328,2529.701,3074.121,2966.156,0.8017
mixed,128,96,0.75,4.0,64,4096,2048,8192,6656,4782.819,5828.66,5583.661,0.7657
mixed,128,96,0.75,4.0,64,4096,4096,16384,13312,9327.139,11414.175,10905.591,0.7563
mixed,128,96,0.75,4.0,64,8192,128,512,416,627.209,698.763,677.991,0.7097
mixed,128,96,0.75,4.0,64,8192,256,1024,832,912.043,1048.493,1012.399,0.7355
mixed,128,96,0.75,4.0,64,8192,512,2048,1664,1489.97,1745.59,1686.037,0.767
mixed,128,96,0.75,4.0,64,8192,1024,4096,3328,2605.093,3125.354,3043.593,0.8428
mixed,128,96,0.75,4.0,64,8192,2048,8192,6656,4868.257,5932.112,5637.096,0.7227
mixed,128,96,0.75,4.0,64,8192,4096,16384,13312,9411.936,11481.464,10988.787,0.7619
mixed,128,96,0.75,4.0,128,0,128,512,416,432.423,502.373,482.182,0.7114
mixed,128,96,0.75,4.0,128,0,256,1024,832,716.551,854.603,820.491,0.7529
mixed,128,96,0.75,4.0,128,0,512,2048,1664,1286.609,1557.94,1500.853,0.7896
mixed,128,96,0.75,4.0,128,0,1024,4096,3328,2430.175,2943.781,2828.803,0.7761
mixed,128,96,0.75,4.0,128,0,2048,8192,6656,4682.557,5726.953,5543.015,0.8239
mixed,128,96,0.75,4.0,128,0,4096,16384,13312,9210.227,11329.42,10750.729,0.7269
mixed,128,96,0.75,4.0,128,512,128,512,416,477.479,541.736,523.655,0.7186
mixed,128,96,0.75,4.0,128,512,256,1024,832,765.832,893.356,859.914,0.7378
mixed,128,96,0.75,4.0,128,512,512,2048,1664,1328.335,1591.19,1530.515,0.7692
mixed,128,96,0.75,4.0,128,512,1024,4096,3328,2460.797,2975.33,2894.277,0.8425
mixed,128,96,0.75,4.0,128,512,2048,8192,6656,4724.696,5760.707,5493.826,0.7424
mixed,128,96,0.75,4.0,128,512,4096,16384,13312,9237.23,11356.553,10802.655,0.7386
mixed,128,96,0.75,4.0,128,1024,128,512,416,482.663,553.8,523.108,0.5686
mixed,128,96,0.75,4.0,128,1024,256,1024,832,771.341,902.22,863.656,0.7053
mixed,128,96,0.75,4.0,128,1024,512,2048,1664,1339.629,1603.632,1564.049,0.8501
mixed,128,96,0.75,4.0,128,1024,1024,4096,3328,2466.684,3004.643,2894.498,0.7953
mixed,128,96,0.75,4.0,128,1024,2048,8192,6656,4718.518,5773.986,5572.993,0.8096
mixed,128,96,0.75,4.0,128,1024,4096,16384,13312,9232.935,11303.713,10856.697,0.7841
mixed,128,96,0.75,4.0,128,2048,128,512,416,559.494,624.743,606.119,0.7146
mixed,128,96,0.75,4.0,128,2048,256,1024,832,840.073,969.068,939.945,0.7742
mixed,128,96,0.75,4.0,128,2048,512,2048,1664,1409.327,1667.219,1608.562,0.7726
mixed,128,96,0.75,4.0,128,2048,1024,4096,3328,2552.796,3067.938,2934.56,0.7411
mixed,128,96,0.75,4.0,128,2048,2048,8192,6656,4793.046,5834.879,5631.581,0.8049
mixed,128,96,0.75,4.0,128,2048,4096,16384,13312,9331.908,11412.507,10838.613,0.7242
mixed,128,96,0.75,4.0,128,4096,128,512,416,638.439,706.631,682.727,0.6495
mixed,128,96,0.75,4.0,128,4096,256,1024,832,925.867,1050.282,1019.658,0.7539
mixed,128,96,0.75,4.0,128,4096,512,2048,1664,1483.855,1752.052,1703.155,0.8177
mixed,128,96,0.75,4.0,128,4096,1024,4096,3328,2625.212,3137.73,3033.889,0.7974
mixed,128,96,0.75,4.0,128,4096,2048,8192,6656,4868.882,5913.757,5749.021,0.8423
mixed,128,96,0.75,4.0,128,4096,4096,16384,13312,9408.226,11486.295,10953.778,0.7437
mixed,128,96,0.75,4.0,128,8192,128,512,416,788.742,852.042,835.081,0.7321
mixed,128,96,0.75,4.0,128,8192,256,1024,832,1073.387,1198.157,1167.437,0.7538
mixed,128,96,0.75,4.0,128,8192,512,2048,1664,1639.025,1898.197,1850.834,0.8173
mixed,128,96,0.75,4.0,128,8192,1024,4096,3328,2772.733,3294.911,3208.449,0.8344
mixed,128,96,0.75,4.0,128,8192,2048,8192,6656,5032.497,6059.675,5834.522,0.7808
mixed,128,96,0.75,4.0,128,8192,4096,16384,13312,9580.636,11660.754,11083.692,0.7226
mixed,128,96,0.75,4.0,256,0,128,512,416,496.709,560.421,542.246,0.7147
mixed,128,96,0.75,4.0,256,0,256,1024,832,781.833,908.745,875.466,0.7378
mixed,128,96,0.75,4.0,256,0,512,2048,1664,1348.237,1616.625,1544.045,0.7296
mixed,128,96,0.75,4.0,256,0,1024,4096,3328,2482.165,3007.899,2879.322,0.7554
mixed,128,96,0.75,4.0,256,0,2048,8192,6656,4756.109,5820.055,5519.058,0.7171
mixed,128,96,0.75,4.0,256,0,4096,16384,13312,9254.806,11354.41,10870.885,0.7697
mixed,128,96,0.75,4.0,256,512,128,512,416,563.142,623.719,612.263,0.8109
mixed,128,96,0.75,4.0,256,512,256,1024,832,844.778,981.833,944.615,0.7284
mixed,128,96,0.75,4.0,256,512,512,2048,1664,1410.765,1686.159,1627.022,0.7853
mixed,128,96,0.75,4.0,256,512,1024,4096,3328,2539.512,3067.773,2936.826,0.7521
mixed,128,96,0.75,4.0,256,512,2048,8192,6656,4815.851,5878.934,5581.108,0.7198
mixed,128,96,0.75,4.0,256,512,4096,16384,13312,9318.867,11430.854,10983.038,0.788
mixed,128,96,0.75,4.0,256,1024,128,512,416,607.433,676.676,654.086,0.6738
mixed,128,96,0.75,4.0,256,1024,256,1024,832,895.081,1033.162,995.75,0.7291
mixed,128,96,0.75,4.0,256,1024,512,2048,1664,1464.908,1727.79,1691.056,0.8603
mixed,128,96,0.75,4.0,256,1024,1024,4096,3328,2593.111,3119.483,2995.835,0.7651
mixed,128,96,0.75,4.0,256,1024,2048,8192,6656,4866.281,5897.233,5633.871,0.7445
mixed,128,96,0.75,4.0,256,1024,4096,16384,13312,9372.688,11475.263,10968.252,0.7589
mixed,128,96,0.75,4.0,256,2048,128,512,416,648.934,719.078,695.781,0.6679
mixed,128,96,0.75,4.0,256,2048,256,1024,832,929.414,1068.071,1022.377,0.6705
mixed,128,96,0.75,4.0,256,2048,512,2048,1664,1499.434,1770.35,1701.326,0.7452
mixed,128,96,0.75,4.0,256,2048,1024,4096,3328,2630.039,3145.563,3065.466,0.8446
mixed,128,96,0.75,4.0,256,2048,2048,8192,6656,4890.727,5935.887,5686.895,0.7618
mixed,128,96,0.75,4.0,256,2048,4096,16384,13312,9462.507,11470.718,10958.197,0.7448
mixed,128,96,0.75,4.0,256,4096,128,512,416,795.013,860.423,839.941,0.6869
mixed,128,96,0.75,4.0,256,4096,256,1024,832,1086.504,1212.235,1182.026,0.7597
mixed,128,96,0.75,4.0,256,4096,512,2048,1664,1654.99,1905.103,1846.796,0.7669
mixed,128,96,0.75,4.0,256,4096,1024,4096,3328,2774.837,3301.531,3194.743,0.7972
mixed,128,96,0.75,4.0,256,4096,2048,8192,6656,5058.725,6085.327,5913.358,0.8325
mixed,128,96,0.75,4.0,256,4096,4096,16384,13312,9565.895,11647.48,11131.539,0.7521
mixed,128,96,0.75,4.0,256,8192,128,512,416,1037.293,1105.833,1086.502,0.718
mixed,128,96,0.75,4.0,256,8192,256,1024,832,1321.768,1455.37,1424.073,0.7657
mixed,128,96,0.75,4.0,256,8192,512,2048,1664,1882.638,2155.598,2102.063,0.8039
mixed,128,96,0.75,4.0,256,8192,1024,4096,3328,3022.807,3556.41,3440.282,0.7824
mixed,128,96,0.75,4.0,256,8192,2048,8192,6656,5289.189,6341.741,6116.045,0.7856
mixed,128,96,0.75,4.0,256,8192,4096,16384,13312,9797.252,11882.805,11368.275,0.7533
mixed,128,96,0.75,4.0,512,0,128,512,416,610.822,679.046,656.485,0.6693
mixed,128,96,0.75,4.0,512,0,256,1024,832,894.919,1033.16,989.639,0.6852
mixed,128,96,0.75,4.0,512,0,512,2048,1664,1472.393,1723.116,1675.15,0.8087
mixed,128,96,0.75,4.0,512,0,1024,4096,3328,2591.346,3111.446,3009.717,0.8044
mixed,128,96,0.75,4.0,512,0,2048,8192,6656,4852.286,5892.393,5687.849,0.8033
mixed,128,96,0.75,4.0,512,0,4096,16384,13312,9406.784,11465.87,10927.242,0.7384
mixed,128,96,0.75,4.0,512,512,128,512,416,686.085,754.021,728.613,0.626
mixed,128,96,0.75,4.0,512,512,256,1024,832,971.048,1100.649,1070.886,0.7703
mixed,128,96,0.75,4.0,512,512,512,2048,1664,1538.925,1799.658,1740.81,0.7743
mixed,128,96,0.75,4.0,512,512,1024,4096,3328,2652.818,3187.573,3081.717,0.802
mixed,128,96,0.75,4.0,512,512,2048,8192,6656,4924.225,5964.23,5803.684,0.8456
mixed,128,96,0.75,4.0,512,512,4096,16384,13312,9497.212,11564.969,11176.073,0.8119
mixed,128,96,0.75,4.0,512,1024,128,512,416,753.988,820.036,799.621,0.6909
mixed,128,96,0.75,4.0,512,1024,256,1024,832,1037.608,1172.584,1142.693,0.7785
mixed,128,96,0.75,4.0,512,1024,512,2048,1664,1607.112,1861.227,1800.396,0.7606
mixed,128,96,0.75,4.0,512,1024,1024,4096,3328,2736.69,3269.332,3149.01,0.7741
mixed,128,96,0.75,4.0,512,1024,2048,8192,6656,4985.598,6037.862,5850.818,0.8222
mixed,128,96,0.75,4.0,512,1024,4096,16384,13312,9514.554,11580.967,11203.812,0.8175
mixed,128,96,0.75,4.0,512,2048,128,512,416,896.39,962.758,942.758,0.6986
mixed,128,96,0.75,4.0,512,2048,256,1024,832,1179.365,1320.585,1277.414,0.6943
mixed,128,96,0.75,4.0,512,2048,512,2048,1664,1745.646,2017.582,1947.278,0.7415
mixed,128,96,0.75,4.0,512,2048,1024,4096,3328,2881.554,3403.73,3289.618,0.7815
mixed,128,96,0.75,4.0,512,2048,2048,8192,6656,5139.134,6198.116,5975.458,0.7897
mixed,128,96,0.75,4.0,512,2048,4096,16384,13312,9680.089,11748.546,11257.537,0.7626
mixed,128,96,0.75,4.0,512,4096,128,512,416,1176.488,1238.44,1221.383,0.7247
mixed,128,96,0.75,4.0,512,4096,256,1024,832,1464.169,1599.145,1558.984,0.7025
mixed,128,96,0.75,4.0,512,4096,512,2048,1664,2033.581,2277.23,2226.86,0.7933
mixed,128,96,0.75,4.0,512,4096,1024,4096,3328,3172.241,3678.932,3575.988,0.7968
mixed,128,96,0.75,4.0,512,4096,2048,8192,6656,5411.067,6443.01,6230.882,0.7944
mixed,128,96,0.75,4.0,512,4096,4096,16384,13312,9949.335,12006.081,11528.736,0.7679
mixed,128,96,0.75,4.0,512,8192,128,512,416,1729.321,1793.192,1772.684,0.6789
mixed,128,96,0.75,4.0,512,8192,256,1024,832,2017.769,2150.153,2116.042,0.7423
mixed,128,96,0.75,4.0,512,8192,512,2048,1664,2587.341,2834.926,2784.367,0.7958
mixed,128,96,0.75,4.0,512,8192,1024,4096,3328,3711.572,4232.822,4145.686,0.8328
mixed,128,96,0.75,4.0,512,8192,2048,8192,6656,5977.566,7003.814,6737.539,0.7405
mixed,128,96,0.75,4.0,512,8192,4096,16384,13312,10486.806,12590.37,12094.496,0.7643
mixed,128,96,0.75,4.0,1024,0,128,512,416,867.588,933.635,913.797,0.6996
mixed,128,96,0.75,4.0,1024,0,256,1024,832,1151.592,1281.606,1259.301,0.8284
mixed,128,96,0.75,4.0,1024,0,512,2048,1664,1718.792,1989.867,1936.681,0.8038
mixed,128,96,0.75,4.0,1024,0,1024,4096,3328,2864.114,3373.426,3278.93,0.8145
mixed,128,96,0.75,4.0,1024,0,2048,8192,6656,5111.16,6186.943,5917.213,0.7493
mixed,128,96,0.75,4.0,1024,0,4096,16384,13312,9634.481,11748.601,11236.182,0.7576
mixed,128,96,0.75,4.0,1024,512,128,512,416,1047.943,1114.534,1092.675,0.6717
mixed,128,96,0.75,4.0,1024,512,256,1024,832,1328.391,1459.942,1429.511,0.7687
mixed,128,96,0.75,4.0,1024,512,512,2048,1664,1892.298,2163.273,2085.802,0.7141
mixed,128,96,0.75,4.0,1024,512,1024,4096,3328,3036.622,3562.515,3458.096,0.8014
mixed,128,96,0.75,4.0,1024,512,2048,8192,6656,5326.777,6343.228,6075.837,0.7369
mixed,128,96,0.75,4.0,1024,512,4096,16384,13312,9810.54,11953.366,11508.022,0.7922
mixed,128,96,0.75,4.0,1024,1024,128,512,416,1198.533,1264.645,1248.965,0.7628
mixed,128,96,0.75,4.0,1024,1024,256,1024,832,1486.789,1622.343,1586.474,0.7354
mixed,128,96,0.75,4.0,1024,1024,512,2048,1664,2047.786,2311.98,2269.228,0.8382
mixed,128,96,0.75,4.0,1024,1024,1024,4096,3328,3196.849,3694.255,3604.911,0.8204
mixed,128,96,0.75,4.0,1024,1024,2048,8192,6656,5459.67,6485.663,6260.345,0.7804
mixed,128,96,0.75,4.0,1024,1024,4096,16384,13312,9980.171,12049.268,11638.194,0.8013
mixed,128,96,0.75,4.0,1024,2048,128,512,416,1480.198,1546.918,1525.351,0.6768
mixed,128,96,0.75,4.0,1024,2048,256,1024,832,1759.526,1902.506,1866.728,0.7498
mixed,128,96,0.75,4.0,1024,2048,512,2048,1664,2327.206,2594.026,2526.54,0.7471
mixed,128,96,0.75,4.0,1024,2048,1024,4096,3328,3480.206,3981.839,3897.104,0.8311
mixed,128,96,0.75,4.0,1024,2048,2048,8192,6656,5717.495,6781.661,6576.283,0.807
mixed,128,96,0.75,4.0,1024,2048,4096,16384,13312,10249.83,12339.795,11811.281,0.7471
mixed,128,96,0.75,4.0,1024,4096,128,512,416,2031.399,2103.685,2078.696,0.6543
mixed,128,96,0.75,4.0,1024,4096,256,1024,832,2317.384,2446.79,2424.332,0.8265
mixed,128,96,0.75,4.0,1024,4096,512,2048,1664,2887.565,3151.914,3077.386,0.7181
mixed,128,96,0.75,4.0,1024,4096,1024,4096,3328,4028.047,4546.099,4420.02,0.7566
mixed,128,96,0.75,4.0,1024,4096,2048,8192,6656,6256.761,7323.707,7040.539,0.7346
mixed,128,96,0.75,4.0,1024,4096,4096,16384,13312,10793.193,12931.729,12361.357,0.7333
mixed,128,96,0.75,4.0,1024,8192,128,512,416,3131.406,3194.413,3179.244,0.7592
mixed,128,96,0.75,4.0,1024,8192,256,1024,832,3415.758,3548.431,3511.691,0.7231
mixed,128,96,0.75,4.0,1024,8192,512,2048,1664,3977.902,4251.824,4178.991,0.7341
mixed,128,96,0.75,4.0,1024,8192,1024,4096,3328,5103.665,5626.965,5531.188,0.817
mixed,128,96,0.75,4.0,1024,8192,2048,8192,6656,7380.539,8413.854,8232.768,0.8248
mixed,128,96,0.75,4.0,1024,8192,4096,16384,13312,11916.203,14008.338,13426.19,0.7217
mixed,128,96,0.75,4.0,2048,0,128,512,416,1327.716,1389.317,1378.663,0.827
mixed,128,96,0.75,4.0,2048,0,256,1024,832,1613.03,1734.471,1703.398,0.7441
mixed,128,96,0.75,4.0,2048,0,512,2048,1664,2177.641,2446.022,2370.121,0.7172
mixed,128,96,0.75,4.0,2048,0,1024,4096,3328,3313.161,3837.004,3711.18,0.7598
mixed,128,96,0.75,4.0,2048,0,2048,8192,6656,5585.107,6616.662,6397.527,0.7876
mixed,128,96,0.75,4.0,2048,0,4096,16384,13312,10125.184,12195.977,11715.463,0.768
mixed,128,96,0.75,4.0,2048,512,128,512,416,1661.475,1724.262,1708.837,0.7543
mixed,128,96,0.75,4.0,2048,512,256,1024,832,1951.303,2075.176,2038.375,0.7029
mixed,128,96,0.75,4.0,2048,512,512,2048,1664,2522.855,2769.799,2742.473,0.8893
mixed,128,96,0.75,4.0,2048,512,1024,4096,3328,3639.851,4168.494,4022.667,0.7241
mixed,128,96,0.75,4.0,2048,512,2048,8192,6656,5915.537,6942.679,6703.735,0.7674
mixed,128,96,0.75,4.0,2048,512,4096,16384,13312,10415.357,12514.215,12040.069,0.7741
mixed,128,96,0.75,4.0,2048,1024,128,512,416,1998.502,2072.551,2048.741,0.6785
mixed,128,96,0.75,4.0,2048,1024,256,1024,832,2280.87,2417.255,2384.646,0.7609
mixed,128,96,0.75,4.0,2048,1024,512,2048,1664,2840.616,3103.272,3052.521,0.8068
mixed,128,96,0.75,4.0,2048,1024,1024,4096,3328,3995.339,4519.376,4399.146,0.7706
mixed,128,96,0.75,4.0,2048,1024,2048,8192,6656,6235.635,7278.967,7010.42,0.7426
mixed,128,96,0.75,4.0,2048,1024,4096,16384,13312,10773.953,12856.805,12341.028,0.7524
mixed,128,96,0.75,4.0,2048,2048,128,512,416,2548.167,2617.416,2591.208,0.6215
mixed,128,96,0.75,4.0,2048,2048,256,1024,832,2831.016,2963.784,2926.409,0.7185
mixed,128,96,0.75,4.0,2048,2048,512,2048,1664,3398.346,3658.25,3591.914,0.7448
mixed,128,96,0.75,4.0,2048,2048,1024,4096,3328,4537.325,5059.757,4947.758,0.7856
mixed,128,96,0.75,4.0,2048,2048,2048,8192,6656,6798.514,7843.541,7596.246,0.7634
mixed,128,96,0.75,4.0,2048,2048,4096,16384,13312,11324.735,13411.395,12938.435,0.7733
mixed,128,96,0.75,4.0,2048,4096,128,512,416,3642.89,3712.486,3696.811,0.7748
mixed,128,96,0.75,4.0,2048,4096,256,1024,832,3922.506,4062.762,4045.163,0.8745
mixed,128,96,0.75,4.0,2048,4096,512,2048,1664,4498.953,4754.574,4717.612,0.8554
mixed,128,96,0.75,4.0,2048,4096,1024,4096,3328,5631.502,6145.712,6028.369,0.7718
mixed,128,96,0.75,4.0,2048,4096,2048,8192,6656,7895.443,8933.272,8734.103,0.8081
mixed,128,96,0.75,4.0,2048,4096,4096,16384,13312,12395.615,14482.374,14052.424,0.794
mixed,128,96,0.75,4.0,2048,8192,128,512,416,5839.596,5909.551,5894.03,0.7781
mixed,128,96,0.75,4.0,2048,8192,256,1024,832,6127.311,6262.701,6214.352,0.6429
mixed,128,96,0.75,4.0,2048,8192,512,2048,1664,6697.521,6966.002,6906.608,0.7788
mixed,128,96,0.75,4.0,2048,8192,1024,4096,3328,7826.675,8332.501,8259.157,0.855
mixed,128,96,0.75,4.0,2048,8192,2048,8192,6656,10077.337,11118.142,10856.378,0.7485
mixed,128,96,0.75,4.0,2048,8192,4096,16384,13312,14621.798,16764.167,16166.568,0.7211
pure,128,115,0.8984,4.0,0,0,128,512,473,402.592,440.416,434.081,0.8325
pure,128,115,0.8984,4.0,0,0,256,1024,946,761.569,796.356,770.883,0.2677
pure,128,115,0.8984,4.0,0,0,512,2048,1892,1383.073,1485.668,1460.611,0.7558
pure,128,115,0.8984,4.0,0,0,1024,4096,3784,2661.573,2873.542,2828.069,0.7855
pure,128,115,0.8984,4.0,0,0,2048,8192,7568,5247.98,5659.468,5575.79,0.7966
pure,128,115,0.8984,4.0,0,0,4096,16384,15136,10374.394,11209.785,10995.546,0.7435
mixed,128,115,0.8984,4.0,16,0,128,512,473,410.21,448.035,441.857,0.8367
mixed,128,115,0.8984,4.0,16,0,256,1024,946,753.731,797.091,775.298,0.4974
mixed,128,115,0.8984,4.0,16,0,512,2048,1892,1389.54,1491.778,1472.643,0.8128
mixed,128,115,0.8984,4.0,16,0,1024,4096,3784,2681.158,2889.317,2860.456,0.8614
mixed,128,115,0.8984,4.0,16,0,2048,8192,7568,5216.619,5687.308,5585.837,0.7844
