pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.0991,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.0191,2
16,n<=4,sr<=70%,kvB<=4k,kp<=512,-0.0695,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.0011,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0516,2
16,n<=4,sr>70%,kvB<=16k,kp<=1k,-0.053,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,-0.0203,2
16,n<=4,sr>70%,kvB<=16k,kp<=4k,-0.0021,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,0.0744,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.0169,2
16,n<=4,sr>70%,kvB<=16k,kp=0,0.0029,2
16,n<=4,sr>70%,kvB<=1k,kp<=1k,0.0123,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.1052,2
16,n<=4,sr>70%,kvB<=1k,kp<=4k,0.2986,2
16,n<=4,sr>70%,kvB<=1k,kp<=512,0.0205,2
16,n<=4,sr>70%,kvB<=1k,kp<=8k,0.242,2
16,n<=4,sr>70%,kvB<=1k,kp=0,0.0902,2
16,n<=4,sr>70%,kvB<=4k,kp<=1k,-0.0501,2
16,n<=4,sr>70%,kvB<=4k,kp<=2k,-0.0305,2
16,n<=4,sr>70%,kvB<=4k,kp<=4k,-0.0007,2
16,n<=4,sr>70%,kvB<=4k,kp<=512,0.025,2
16,n<=4,sr>70%,kvB<=4k,kp<=8k,0.0108,2
16,n<=4,sr>70%,kvB<=4k,kp=0,-0.0077,2
16,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.1245,4
16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.1241,4
16,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.1229,4
16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.1237,4
16,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.1221,4
16,n<=64,sr<=15%,kvB<=16k,kp=0,0.1217,4
16,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1781,4
16,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.1824,4
16,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.1842,4
16,n<=64,sr<=15%,kvB<=1k,kp<=512,0.1876,4
16,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.1976,4
16,n<=64,sr<=15%,kvB<=1k,kp=0,0.1818,4
16,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.1267,4
16,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.1337,4
16,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.1296,4
16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.1261,4
16,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.1302,4
16,n<=64,sr<=15%,kvB<=4k,kp=0,0.1288,4
16,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.7235,2
16,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.7235,2
16,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.7235,2
16,n<=64,sr<=40%,kvB<=16k,kp<=512,0.7306,2
16,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.7275,2
16,n<=64,sr<=40%,kvB<=16k,kp=0,0.7351,2
16,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.7164,2
16,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.7591,2
16,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.7162,2
16,n<=64,sr<=40%,kvB<=1k,kp<=512,0.7272,2
16,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.7097,2
16,n<=64,sr<=40%,kvB<=1k,kp=0,0.749,2
16,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.7205,2
16,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.7171,2
16,n<=64,sr<=40%,kvB<=4k,kp<=4k,0.7183,2
16,n<=64,sr<=40%,kvB<=4k,kp<=512,0.713,2
16,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.7011,2
16,n<=64,sr<=40%,kvB<=4k,kp=0,0.7208,2
16,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.0192,6
16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0211,6
16,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0193,6
16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.021,6
16,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0183,6
16,n<=64,sr<=5%,kvB<=16k,kp=0,0.021,6
16,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0842,6
16,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0836,6
16,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0829,6
16,n<=64,sr<=5%,kvB<=1k,kp<=512,0.0811,6
16,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.0805,6
16,n<=64,sr<=5%,kvB<=1k,kp=0,0.0856,6
16,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.032,6
16,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.032,6
16,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.0313,6
16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.03,6
16,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0316,6
16,n<=64,sr<=5%,kvB<=4k,kp=0,0.033,6
16,n<=64,sr<=70%,kvB<=16k,kp<=1k,0.6293,2
16,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.6146,2
16,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.627,2
16,n<=64,sr<=70%,kvB<=16k,kp<=512,0.6211,2
16,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.6114,2
16,n<=64,sr<=70%,kvB<=16k,kp=0,0.6326,2
16,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.6237,2
16,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.6272,2
16,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.6105,2
16,n<=64,sr<=70%,kvB<=1k,kp<=512,0.6366,2
16,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.6648,2
16,n<=64,sr<=70%,kvB<=1k,kp=0,0.6621,2
16,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.5945,2
16,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.5994,2
16,n<=64,sr<=70%,kvB<=4k,kp<=4k,0.6151,2
16,n<=64,sr<=70%,kvB<=4k,kp<=512,0.6425,2
16,n<=64,sr<=70%,kvB<=4k,kp<=8k,0.6155,2
16,n<=64,sr<=70%,kvB<=4k,kp=0,0.6372,2
16,n<=64,sr>70%,kvB<=16k,kp<=1k,0.5884,4
16,n<=64,sr>70%,kvB<=16k,kp<=2k,0.6049,4
16,n<=64,sr>70%,kvB<=16k,kp<=4k,0.5971,4
16,n<=64,sr>70%,kvB<=16k,kp<=512,0.6041,4
16,n<=64,sr>70%,kvB<=16k,kp<=8k,0.6285,4
16,n<=64,sr>70%,kvB<=16k,kp=0,0.656,4
16,n<=64,sr>70%,kvB<=1k,kp<=1k,0.6468,4
16,n<=64,sr>70%,kvB<=1k,kp<=2k,0.6241,4
16,n<=64,sr>70%,kvB<=1k,kp<=4k,0.5986,4
16,n<=64,sr>70%,kvB<=1k,kp<=512,0.6471,4
16,n<=64,sr>70%,kvB<=1k,kp<=8k,0.6477,4
16,n<=64,sr>70%,kvB<=1k,kp=0,0.6625,4
16,n<=64,sr>70%,kvB<=4k,kp<=1k,0.6292,4
16,n<=64,sr>70%,kvB<=4k,kp<=2k,0.5985,4
16,n<=64,sr>70%,kvB<=4k,kp<=4k,0.6015,4
16,n<=64,sr>70%,kvB<=4k,kp<=512,0.5741,4
16,n<=64,sr>70%,kvB<=4k,kp<=8k,0.5695,4
16,n<=64,sr>70%,kvB<=4k,kp=0,0.6783,4
16,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.0168,2
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.0153,2
16,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.0202,2
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.0127,2
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.0169,2
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.0142,2
16,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0058,2
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0004,2
16,n<=8,sr<=15%,kvB<=1k,kp<=4k,-0.0384,2
16,n<=8,sr<=15%,kvB<=1k,kp<=512,-0.013,2
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0221,2
16,n<=8,sr<=15%,kvB<=1k,kp=0,-0.0028,4
16,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.0321,2
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0216,2
16,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.0292,2
16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.0386,2
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.0363,2
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.0265,3
16,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.0117,4
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.0155,4
16,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.0157,4
16,n<=8,sr<=40%,kvB<=16k,kp<=512,-0.0013,4
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0224,4
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.0185,4
16,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0096,4
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.0055,4
16,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0032,4
16,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0182,4
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,-0.0025,4
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.0162,4
16,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.0401,4
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0269,4
16,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0317,4
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.0215,4
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.0292,4
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.0276,4
16,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.0071,2
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.0264,2
16,n<=8,sr<=70%,kvB<=16k,kp<=4k,-0.0146,2
16,n<=8,sr<=70%,kvB<=16k,kp<=512,-0.0009,2
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,-0.0303,2
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.0246,2
16,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.0114,2
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.008,2
16,n<=8,sr<=70%,kvB<=1k,kp<=4k,0.0033,2
16,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.008,2
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0201,2
16,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0052,2
16,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.0681,2
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0788,2
16,n<=8,sr<=70%,kvB<=4k,kp<=4k,0.0709,2
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0694,2
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0491,2
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.1019,2
16,n<=8,sr>70%,kvB<=16k,kp<=1k,0.0641,4
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.0877,4
16,n<=8,sr>70%,kvB<=16k,kp<=4k,0.0728,4
16,n<=8,sr>70%,kvB<=16k,kp<=512,-0.0029,4
16,n<=8,sr>70%,kvB<=16k,kp<=8k,0.1396,4
16,n<=8,sr>70%,kvB<=16k,kp=0,0.0599,4
16,n<=8,sr>70%,kvB<=1k,kp<=1k,0.2552,4
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.2409,4
16,n<=8,sr>70%,kvB<=1k,kp<=4k,0.2723,4
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.2923,4
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.179,4
16,n<=8,sr>70%,kvB<=1k,kp=0,0.3071,4
16,n<=8,sr>70%,kvB<=4k,kp<=1k,0.0744,4
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.1377,4
16,n<=8,sr>70%,kvB<=4k,kp<=4k,0.043,4
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.1039,4
16,n<=8,sr>70%,kvB<=4k,kp<=8k,0.1275,4
16,n<=8,sr>70%,kvB<=4k,kp=0,0.1035,4
32,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.2238,4
32,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.2217,4
32,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.2259,4
32,n<=128,sr<=15%,kvB<=16k,kp<=512,0.2252,4
32,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.2234,4
32,n<=128,sr<=15%,kvB<=16k,kp=0,0.2183,4
32,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.1977,4
32,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.2017,4
32,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.201,4
32,n<=128,sr<=15%,kvB<=1k,kp<=512,0.198,4
32,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.1951,4
32,n<=128,sr<=15%,kvB<=1k,kp=0,0.2023,4
32,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.2124,4
32,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.2055,4
32,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.2142,4
32,n<=128,sr<=15%,kvB<=4k,kp<=512,0.213,4
32,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.2117,4
32,n<=128,sr<=15%,kvB<=4k,kp=0,0.2108,4
32,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.2445,2
32,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.255,2
32,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.2503,2
32,n<=128,sr<=40%,kvB<=16k,kp<=512,0.264,2
32,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.2484,2
32,n<=128,sr<=40%,kvB<=16k,kp=0,0.2546,2
32,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.2117,2
32,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.198,2
32,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.2387,2
32,n<=128,sr<=40%,kvB<=1k,kp<=512,0.209,2
32,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.2203,2
32,n<=128,sr<=40%,kvB<=1k,kp=0,0.2123,2
32,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.2531,2
32,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.2523,2
32,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.2408,2
32,n<=128,sr<=40%,kvB<=4k,kp<=512,0.2486,2
32,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.247,2
32,n<=128,sr<=40%,kvB<=4k,kp=0,0.264,2
32,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.214,8
32,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.2124,8
32,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.2153,8
32,n<=128,sr<=5%,kvB<=16k,kp<=512,0.2136,8
32,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.2147,8
32,n<=128,sr<=5%,kvB<=16k,kp=0,0.214,8
32,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.1771,8
32,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.1777,8
32,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.1845,8
32,n<=128,sr<=5%,kvB<=1k,kp<=512,0.1852,8
32,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.1743,8
32,n<=128,sr<=5%,kvB<=1k,kp=0,0.1782,8
32,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.2033,8
32,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.2039,8
32,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.2039,8
32,n<=128,sr<=5%,kvB<=4k,kp<=512,0.2001,8
32,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.2028,8
32,n<=128,sr<=5%,kvB<=4k,kp=0,0.2034,8
32,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.0504,2
32,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0543,2
32,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0534,2
32,n<=128,sr<=70%,kvB<=16k,kp<=512,0.0453,2
32,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0558,2
32,n<=128,sr<=70%,kvB<=16k,kp=0,0.047,2
32,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0092,2
32,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0061,2
32,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0394,2
32,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0176,2
32,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0163,2
32,n<=128,sr<=70%,kvB<=1k,kp=0,0.0167,2
32,n<=128,sr<=70%,kvB<=4k,kp<=1k,0.0303,2
32,n<=128,sr<=70%,kvB<=4k,kp<=2k,0.0434,2
32,n<=128,sr<=70%,kvB<=4k,kp<=4k,0.0441,2
32,n<=128,sr<=70%,kvB<=4k,kp<=512,0.0489,2
32,n<=128,sr<=70%,kvB<=4k,kp<=8k,0.0508,2
32,n<=128,sr<=70%,kvB<=4k,kp=0,0.0331,2
32,n<=128,sr>70%,kvB<=16k,kp<=1k,0.7199,4
32,n<=128,sr>70%,kvB<=16k,kp<=2k,0.734,4
32,n<=128,sr>70%,kvB<=16k,kp<=4k,0.7461,4
32,n<=128,sr>70%,kvB<=16k,kp<=512,0.7218,4
32,n<=128,sr>70%,kvB<=16k,kp<=8k,0.7651,4
32,n<=128,sr>70%,kvB<=16k,kp=0,0.7728,4
32,n<=128,sr>70%,kvB<=1k,kp<=1k,0.7271,4
32,n<=128,sr>70%,kvB<=1k,kp<=2k,0.7018,4
32,n<=128,sr>70%,kvB<=1k,kp<=4k,0.693,4
32,n<=128,sr>70%,kvB<=1k,kp<=512,0.7385,4
32,n<=128,sr>70%,kvB<=1k,kp<=8k,0.7792,4
32,n<=128,sr>70%,kvB<=1k,kp=0,0.7034,4
32,n<=128,sr>70%,kvB<=4k,kp<=1k,0.7608,4
32,n<=128,sr>70%,kvB<=4k,kp<=2k,0.7642,4
32,n<=128,sr>70%,kvB<=4k,kp<=4k,0.7649,4
32,n<=128,sr>70%,kvB<=4k,kp<=512,0.717,4
32,n<=128,sr>70%,kvB<=4k,kp<=8k,0.8001,4
32,n<=128,sr>70%,kvB<=4k,kp=0,0.8233,4
32,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.0019,4
32,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.007,4
32,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.0026,4
32,n<=16,sr<=15%,kvB<=16k,kp<=512,0.006,4
32,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0076,4
32,n<=16,sr<=15%,kvB<=16k,kp=0,0.0055,4
32,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0243,4
32,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0166,4
32,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0038,4
32,n<=16,sr<=15%,kvB<=1k,kp<=512,0.0236,4
32,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0047,4
32,n<=16,sr<=15%,kvB<=1k,kp=0,0.0134,4
32,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.0077,4
32,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.007,4
32,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0044,4
32,n<=16,sr<=15%,kvB<=4k,kp<=512,-0.0024,4
32,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0016,4
32,n<=16,sr<=15%,kvB<=4k,kp=0,0.0061,4
32,n<=16,sr<=40%,kvB<=16k,kp<=1k,-0.0145,4
32,n<=16,sr<=40%,kvB<=16k,kp<=2k,-0.0123,4
32,n<=16,sr<=40%,kvB<=16k,kp<=4k,-0.004,4
32,n<=16,sr<=40%,kvB<=16k,kp<=512,-0.0128,4
32,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0,4
32,n<=16,sr<=40%,kvB<=16k,kp=0,-0.0099,4
32,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0654,4
32,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.0425,4
32,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0461,4
32,n<=16,sr<=40%,kvB<=1k,kp<=512,0.0621,4
32,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0444,4
32,n<=16,sr<=40%,kvB<=1k,kp=0,0.052,4
32,n<=16,sr<=40%,kvB<=4k,kp<=1k,-0.0148,4
32,n<=16,sr<=40%,kvB<=4k,kp<=2k,-0.0149,4
32,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.0135,4
32,n<=16,sr<=40%,kvB<=4k,kp<=512,-0.0112,4
32,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.0042,4
32,n<=16,sr<=40%,kvB<=4k,kp=0,-0.0192,4
32,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0447,2
32,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.0495,2
32,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.0565,2
32,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.0245,2
32,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.0311,2
32,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0438,2
32,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.129,2
32,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.0919,2
32,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.115,2
32,n<=16,sr<=70%,kvB<=1k,kp<=512,-0.1427,2
32,n<=16,sr<=70%,kvB<=1k,kp<=8k,-0.1521,2
32,n<=16,sr<=70%,kvB<=1k,kp=0,-0.1274,2
32,n<=16,sr<=70%,kvB<=4k,kp<=1k,-0.0783,2
32,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.0646,2
32,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.0397,2
32,n<=16,sr<=70%,kvB<=4k,kp<=512,-0.0179,2
32,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.0491,2
32,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0689,2
32,n<=16,sr>70%,kvB<=16k,kp<=1k,0.0734,4
32,n<=16,sr>70%,kvB<=16k,kp<=2k,0.0724,4
32,n<=16,sr>70%,kvB<=16k,kp<=4k,0.0563,4
32,n<=16,sr>70%,kvB<=16k,kp<=512,0.0402,4
32,n<=16,sr>70%,kvB<=16k,kp<=8k,0.0641,4
32,n<=16,sr>70%,kvB<=16k,kp=0,0.0695,4
32,n<=16,sr>70%,kvB<=1k,kp<=1k,0.1525,4
32,n<=16,sr>70%,kvB<=1k,kp<=2k,0.1743,4
32,n<=16,sr>70%,kvB<=1k,kp<=4k,0.1807,4
32,n<=16,sr>70%,kvB<=1k,kp<=512,0.1525,4
32,n<=16,sr>70%,kvB<=1k,kp<=8k,0.1562,4
32,n<=16,sr>70%,kvB<=1k,kp=0,0.134,4
32,n<=16,sr>70%,kvB<=4k,kp<=1k,0.0428,4
32,n<=16,sr>70%,kvB<=4k,kp<=2k,0.0678,4
32,n<=16,sr>70%,kvB<=4k,kp<=4k,0.0572,4
32,n<=16,sr>70%,kvB<=4k,kp<=512,0.027,4
32,n<=16,sr>70%,kvB<=4k,kp<=8k,0.0114,4
32,n<=16,sr>70%,kvB<=4k,kp=0,0.0876,4
32,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.0447,2
32,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.0522,2
32,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.0675,2
32,n<=2,sr<=70%,kvB<=16k,kp<=512,0.0303,2
32,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0883,2
32,n<=2,sr<=70%,kvB<=16k,kp=0,0.0805,2
32,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.1731,1
32,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.0528,1
32,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.4469,2
32,n<=2,sr<=70%,kvB<=1k,kp<=512,0.3009,1
32,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.585,2
32,n<=2,sr<=70%,kvB<=1k,kp=0,0.1906,1
32,n<=2,sr<=70%,kvB<=4k,kp<=1k,-0.0139,2
32,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0321,2
32,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.1949,2
32,n<=2,sr<=70%,kvB<=4k,kp<=512,0.0885,2
32,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.0347,2
32,n<=2,sr<=70%,kvB<=4k,kp=0,0.1598,2
32,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.1086,6
32,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.1101,6
32,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.1078,6
32,n<=32,sr<=15%,kvB<=16k,kp<=512,0.1099,6
32,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.1093,6
32,n<=32,sr<=15%,kvB<=16k,kp=0,0.1166,6
32,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0651,6
32,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0508,6
32,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0529,6
32,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0673,6
32,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0477,6
32,n<=32,sr<=15%,kvB<=1k,kp=0,0.0603,6
32,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.1036,6
32,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0994,6
32,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0957,6
32,n<=32,sr<=15%,kvB<=4k,kp<=512,0.1112,6
32,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.1007,6
32,n<=32,sr<=15%,kvB<=4k,kp=0,0.121,6
32,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0509,2
32,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0404,2
32,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0397,2
32,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0468,2
32,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0494,2
32,n<=32,sr<=40%,kvB<=16k,kp=0,0.0533,2
32,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0109,2
32,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.0113,2
32,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.0053,2
32,n<=32,sr<=40%,kvB<=1k,kp<=512,0.014,2
32,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.0487,2
32,n<=32,sr<=40%,kvB<=1k,kp=0,0.0274,2
